,Time,Resource,State,Activtiy,Expected End Time,Material,Target location
186,471.8297303464483,TR1,TP1,end state,471.8297303464483,Material_1 instance N.12,R1
187,471.8297303464483,TR1,TP1,start state,471.97973034644826,Material_1 instance N.12,R1
188,471.97973034644826,TR1,TP1,end state,471.97973034644826,Material_1 instance N.12,R1
190,477.82097238938513,R3,P1,start state,493.10871513175385,Material_1 instance N.16,
191,477.82097238938513,TR1,TP1,start state,478.19319461160734,Material_1 instance N.14,R3
189,477.82097238938513,R3,P1,end state,477.82097238938513,Material_1 instance N.14,
192,478.19319461160734,TR1,TP1,end state,478.19319461160734,Material_1 instance N.14,R3
193,478.19319461160734,TR1,TP1,start state,478.45430572271846,Material_1 instance N.14,R2
194,478.45430572271846,TR1,TP1,end state,478.45430572271846,Material_1 instance N.14,R2
195,486.56861923533717,R1,P2,end state,486.56861923533717,Material_1 instance N.13,
196,486.56861923533717,R1,P2,start state,501.56861923533717,Material_2 instance N.9,
197,486.56861923533717,TR1,TP1,start state,486.8297303464483,Material_1 instance N.13,R1
198,486.56861923533717,R1,P1,start state,507.28372972812014,Material_1 instance N.12,
199,486.8297303464483,TR1,TP1,end state,486.8297303464483,Material_1 instance N.13,R1
200,486.8297303464483,TR1,TP1,start state,486.97973034644826,Material_1 instance N.13,R1
201,486.97973034644826,TR1,TP1,end state,486.97973034644826,Material_1 instance N.13,R1
203,493.10871513175385,TR1,TP1,start state,493.48093735397606,Material_1 instance N.16,R3
202,493.10871513175385,R3,P1,end state,493.10871513175385,Material_1 instance N.16,
204,493.48093735397606,TR1,TP1,end state,493.48093735397606,Material_1 instance N.16,R3
205,493.48093735397606,TR1,TP1,start state,493.85315957619827,Material_1 instance N.16,R1
206,493.85315957619827,TR1,TP1,end state,493.85315957619827,Material_1 instance N.16,R1
207,497.50487189984256,R2,P3,end state,497.50487189984256,Material_2 instance N.8,
208,497.50487189984256,TR1,TP1,start state,497.7659830109537,Material_2 instance N.8,R2
209,497.50487189984256,R2,P2,start state,512.5048718998426,Material_1 instance N.15,
210,497.7659830109537,TR1,TP1,end state,497.7659830109537,Material_2 instance N.8,R2
211,497.7659830109537,TR1,TP1,start state,497.91598301095365,Material_2 instance N.8,R2
212,497.91598301095365,TR1,TP1,end state,497.91598301095365,Material_2 instance N.8,R2
215,501.56861923533717,R1,P1,start state,506.9899169186565,Material_1 instance N.13,
213,501.56861923533717,R1,P2,end state,501.56861923533717,Material_2 instance N.9,
214,501.56861923533717,TR1,TP1,start state,501.8297303464483,Material_2 instance N.9,R1
216,501.8297303464483,TR1,TP1,end state,501.8297303464483,Material_2 instance N.9,R1
217,501.8297303464483,TR1,TP1,start state,501.97973034644826,Material_2 instance N.9,R1
218,501.97973034644826,TR1,TP1,end state,501.97973034644826,Material_2 instance N.9,R1
219,506.9899169186565,R1,P1,end state,506.9899169186565,Material_1 instance N.13,
220,506.9899169186565,R1,P2,start state,521.9899169186565,Material_1 instance N.16,
222,507.28372972812014,R1,P1,start state,526.7151639995578,Material_2 instance N.9,
221,507.28372972812014,R1,P1,end state,507.28372972812014,Material_1 instance N.12,
224,512.5048718998426,TR1,TP1,start state,512.7659830109536,Material_1 instance N.15,R2
225,512.5048718998426,R2,P2,start state,527.5048718998426,Material_2 instance N.11,
223,512.5048718998426,R2,P2,end state,512.5048718998426,Material_1 instance N.15,
226,512.7659830109536,TR1,TP1,end state,512.7659830109536,Material_1 instance N.15,R2
227,512.7659830109536,TR1,TP1,start state,513.0270941220647,Material_1 instance N.15,R1
228,513.0270941220647,TR1,TP1,end state,513.0270941220647,Material_1 instance N.15,R1
229,521.9899169186565,R1,P2,end state,521.9899169186565,Material_1 instance N.16,
230,521.9899169186565,TR1,TP1,start state,522.1399169186565,Material_1 instance N.16,R1
231,521.9899169186565,R1,P1,start state,532.8689727601532,Material_1 instance N.15,
232,522.1399169186565,TR1,TP1,end state,522.1399169186565,Material_1 instance N.16,R1
233,526.7151639995578,R1,P1,end state,526.7151639995578,Material_2 instance N.9,
234,526.7151639995578,R1,P1,start state,539.6135196384382,Material_1 instance N.16,
237,527.5048718998426,R2,P2,start state,542.5048718998426,Material_1 instance N.14,
236,527.5048718998426,TR1,TP1,start state,527.7659830109536,Material_2 instance N.11,R2
235,527.5048718998426,R2,P2,end state,527.5048718998426,Material_2 instance N.11,
238,527.7659830109536,TR1,TP1,end state,527.7659830109536,Material_2 instance N.11,R2
239,527.7659830109536,TR1,TP1,start state,528.0270941220647,Material_2 instance N.11,R1
240,528.0270941220647,TR1,TP1,end state,528.0270941220647,Material_2 instance N.11,R1
241,532.8689727601532,R1,P1,end state,532.8689727601532,Material_1 instance N.15,
242,532.8689727601532,R1,P1,start state,547.7987723208266,Material_2 instance N.11,
243,538.9476996242631,R1,P1,start interrupt,539.6135196384382,Material_1 instance N.16,
244,538.9476996242631,R1,P1,start interrupt,547.7987723208266,Material_2 instance N.11,
245,538.9476996242631,R1,Breakdownstate_1,start state,568.9476996242631,,
248,542.5048718998426,R2,P2,start state,557.5048718998426,Material_2 instance N.8,
247,542.5048718998426,TR1,TP1,start state,542.7659830109536,Material_1 instance N.14,R2
246,542.5048718998426,R2,P2,end state,542.5048718998426,Material_1 instance N.14,
249,542.7659830109536,TR1,TP1,end state,542.7659830109536,Material_1 instance N.14,R2
250,542.7659830109536,TR1,TP1,start state,543.0270941220647,Material_1 instance N.14,R3
251,543.0270941220647,TR1,TP1,end state,543.0270941220647,Material_1 instance N.14,R3
252,543.0270941220647,R3,P1,start state,557.1456252316707,Material_1 instance N.14,
253,557.1456252316707,R3,P1,end state,557.1456252316707,Material_1 instance N.14,
254,557.1456252316707,R3,P1,start state,572.1915363994913,Material_1 instance N.19,
255,557.5048718998426,R2,P2,end state,557.5048718998426,Material_2 instance N.8,
256,557.5048718998426,TR1,TP1,start state,557.7659830109536,Material_2 instance N.8,R2
258,557.7659830109536,TR1,TP1,start state,558.0270941220647,Material_2 instance N.8,R3
257,557.7659830109536,TR1,TP1,end state,557.7659830109536,Material_2 instance N.8,R2
259,558.0270941220647,TR1,TP1,end state,558.0270941220647,Material_2 instance N.8,R3
260,568.9476996242631,R1,Breakdownstate_1,end state,568.9476996242631,,
261,568.9476996242631,R1,P1,end interrupt,569.6135196384382,Material_1 instance N.16,
262,568.9476996242631,R1,P1,start state,569.6135196384382,Material_1 instance N.16,
263,568.9476996242631,R1,P1,end interrupt,577.7987723208266,Material_2 instance N.11,
264,568.9476996242631,R1,P1,start state,577.7987723208266,Material_2 instance N.11,
266,569.6135196384382,R1,P1,start state,590.7240726996085,Material_2 instance N.17,
265,569.6135196384382,R1,P1,end state,569.6135196384382,Material_1 instance N.16,
268,572.1915363994913,R3,P1,start state,598.0024223686308,Material_2 instance N.8,
269,572.1915363994913,TR1,TP1,start state,572.5637586217135,Material_1 instance N.19,R1
267,572.1915363994913,R3,P1,end state,572.1915363994913,Material_1 instance N.19,
270,572.5637586217135,TR1,TP1,end state,572.5637586217135,Material_1 instance N.19,R1
272,577.7987723208266,R1,P1,start state,590.9067311717063,Material_2 instance N.18,
271,577.7987723208266,R1,P1,end state,577.7987723208266,Material_2 instance N.11,
273,590.7240726996085,R1,P1,end state,590.7240726996085,Material_2 instance N.17,
274,590.7240726996085,TR1,TP1,start state,590.9851838107196,Material_2 instance N.17,R2
275,590.7240726996085,R1,P2,start state,605.7240726996085,Material_1 instance N.19,
276,590.9067311717063,R1,P1,end state,590.9067311717063,Material_2 instance N.18,
277,590.9851838107196,TR1,TP1,end state,590.9851838107196,Material_2 instance N.17,R2
278,590.9851838107196,TR1,TP1,start state,591.2462949218307,Material_2 instance N.18,R1
279,590.9851838107196,R2,P3,start state,595.502379874429,Material_2 instance N.17,
280,591.2462949218307,TR1,TP1,end state,591.2462949218307,Material_2 instance N.18,R1
281,591.2462949218307,TR1,TP1,start state,591.5074060329417,Material_2 instance N.18,R2
282,591.5074060329417,TR1,TP1,end state,591.5074060329417,Material_2 instance N.18,R2
283,595.502379874429,R2,P3,end state,595.502379874429,Material_2 instance N.17,
284,595.502379874429,TR1,TP1,start state,595.652379874429,Material_2 instance N.17,R2
285,595.502379874429,R2,P3,start state,623.8285946038744,Material_2 instance N.18,
286,595.652379874429,TR1,TP1,end state,595.652379874429,Material_2 instance N.17,R2
287,598.0024223686308,R3,P1,end state,598.0024223686308,Material_2 instance N.8,
288,598.0024223686308,R3,P1,start state,613.3692853810406,Material_1 instance N.20,
289,605.7240726996085,R1,P2,end state,605.7240726996085,Material_1 instance N.19,
290,605.7240726996085,TR1,TP1,start state,605.9851838107196,Material_1 instance N.19,R1
291,605.9851838107196,TR1,TP1,end state,605.9851838107196,Material_1 instance N.19,R1
292,605.9851838107196,TR1,TP1,start state,606.1351838107196,Material_1 instance N.19,R1
294,606.1351838107196,R1,P1,start state,615.186814360349,Material_1 instance N.19,
293,606.1351838107196,TR1,TP1,end state,606.1351838107196,Material_1 instance N.19,R1
295,613.3692853810406,R3,P1,end state,613.3692853810406,Material_1 instance N.20,
296,613.3692853810406,R3,P1,start state,631.0926101143754,Material_2 instance N.21,
297,613.3692853810406,TR1,TP1,start state,613.7415076032629,Material_1 instance N.20,R3
298,613.7415076032629,TR1,TP1,end state,613.7415076032629,Material_1 instance N.20,R3
299,613.7415076032629,TR1,TP1,start state,614.002618714374,Material_1 instance N.20,R2
300,614.002618714374,TR1,TP1,end state,614.002618714374,Material_1 instance N.20,R2
301,615.186814360349,R1,P1,end state,615.186814360349,Material_1 instance N.19,
303,623.8285946038744,TR1,TP1,start state,624.0897057149855,Material_2 instance N.18,R1
304,623.8285946038744,R2,P2,start state,638.8285946038744,Material_2 instance N.17,
302,623.8285946038744,R2,P3,end state,623.8285946038744,Material_2 instance N.18,
305,624.0897057149855,TR1,TP1,end state,624.0897057149855,Material_2 instance N.18,R1
306,624.0897057149855,R1,P2,start state,639.0897057149855,Material_2 instance N.18,
307,631.0926101143754,R3,P1,end state,631.0926101143754,Material_2 instance N.21,
308,631.0926101143754,TR1,TP1,start state,631.4648323365976,Material_2 instance N.21,R3
309,631.4648323365976,TR1,TP1,end state,631.4648323365976,Material_2 instance N.21,R3
310,631.4648323365976,TR1,TP1,start state,631.7259434477087,Material_2 instance N.21,R2
311,631.7259434477087,TR1,TP1,end state,631.7259434477087,Material_2 instance N.21,R2
312,631.7328521305635,R3,P1,start state,649.1243201727204,Material_1 instance N.22,
314,638.8285946038744,TR1,TP1,start state,639.0897057149855,Material_2 instance N.17,R1
315,638.8285946038744,R2,P2,start state,653.8285946038744,Material_1 instance N.20,
313,638.8285946038744,R2,P2,end state,638.8285946038744,Material_2 instance N.17,
319,639.0897057149855,R1,P1,start state,653.9054782235414,Material_2 instance N.17,
318,639.0897057149855,TR1,TP1,start state,639.2397057149855,Material_2 instance N.18,R1
316,639.0897057149855,R1,P2,end state,639.0897057149855,Material_2 instance N.18,
317,639.0897057149855,TR1,TP1,end state,639.0897057149855,Material_2 instance N.17,R1
320,639.2397057149855,TR1,TP1,end state,639.2397057149855,Material_2 instance N.18,R1
321,639.2397057149855,R1,P1,start state,661.2140806082705,Material_2 instance N.18,
322,649.1243201727204,R3,P1,end state,649.1243201727204,Material_1 instance N.22,
323,649.1243201727204,R3,P1,start state,655.4597645799581,Material_2 instance N.23,
324,649.1243201727204,TR1,TP1,start state,649.4965423949427,Material_1 instance N.22,R3
325,649.4965423949427,TR1,TP1,end state,649.4965423949427,Material_1 instance N.22,R3
326,649.4965423949427,TR1,TP1,start state,649.868764617165,Material_1 instance N.22,R1
327,649.868764617165,TR1,TP1,end state,649.868764617165,Material_1 instance N.22,R1
330,653.8285946038744,R2,P3,start state,656.862933458717,Material_2 instance N.21,
328,653.8285946038744,R2,P2,end state,653.8285946038744,Material_1 instance N.20,
329,653.8285946038744,TR1,TP1,start state,654.0897057149855,Material_1 instance N.20,R2
331,653.9054782235414,R1,P1,end state,653.9054782235414,Material_2 instance N.17,
332,653.9054782235414,R1,P2,start state,668.9054782235414,Material_1 instance N.22,
333,654.0897057149855,TR1,TP1,end state,654.0897057149855,Material_1 instance N.20,R2
334,654.0897057149855,TR1,TP1,start state,654.3508168260965,Material_1 instance N.20,R1
335,654.3508168260965,TR1,TP1,end state,654.3508168260965,Material_1 instance N.20,R1
336,655.4597645799581,R3,P1,end state,655.4597645799581,Material_2 instance N.23,
337,655.4597645799581,TR1,TP1,start state,655.8319868021804,Material_2 instance N.23,R3
339,655.8319868021804,TR1,TP1,start state,656.0930979132914,Material_2 instance N.23,R2
338,655.8319868021804,TR1,TP1,end state,655.8319868021804,Material_2 instance N.23,R3
340,656.0930979132914,TR1,TP1,end state,656.0930979132914,Material_2 instance N.23,R2
341,656.862933458717,R2,P3,end state,656.862933458717,Material_2 instance N.21,
